YY,Zona,Region,ZZ,M,MM,anchoveta,sardina,Pa,Ps,pmix
1991,Centro-Sur,VIII,Centro,1,Ene,43889,63617,1,1,1
1991,Centro-Sur,VIII,Centro,2,Feb,53631,73751,1,1,1
1991,Centro-Sur,VIII,Centro,3,Mar,56307,119359,1,1,1
1991,Centro-Sur,VIII,Centro,4,Abr,25879,59288,1,1,1
1991,Centro-Sur,VIII,Centro,5,May,14806,9768,1,1,1
1991,Centro-Sur,VIII,Centro,6,Jun,16429,9092,1,1,1
1991,Centro-Sur,VIII,Centro,7,Jul,15940,5106,1,1,1
1991,Centro-Sur,VIII,Centro,8,Ago,10576,13397,1,1,1
1991,Centro-Sur,VIII,Centro,9,Sep,7222,7353,1,1,1
1991,Centro-Sur,VIII,Centro,10,Oct,3536,25806,1,1,1
1991,Centro-Sur,VIII,Centro,11,Nov,12530,30053,1,1,1
1991,Centro-Sur,VIII,Centro,12,Dic,9272,52203,1,1,1
1992,Centro-Sur,VIII,Centro,1,Ene,33013,146595,1,1,1
1992,Centro-Sur,VIII,Centro,2,Feb,31878,74961,1,1,1
1992,Centro-Sur,VIII,Centro,3,Mar,76137,56850,1,1,1
1992,Centro-Sur,VIII,Centro,4,Abr,60069,28429,1,1,1
1992,Centro-Sur,VIII,Centro,5,May,21313,4386,1,1,1
1992,Centro-Sur,VIII,Centro,6,Jun,518,433,1,1,1
1992,Centro-Sur,VIII,Centro,7,Jul,14168,9683,1,1,1
1992,Centro-Sur,VIII,Centro,8,Ago,3326,3790,1,1,1
1992,Centro-Sur,VIII,Centro,9,Sep,3226,2612,1,1,1
1992,Centro-Sur,VIII,Centro,10,Oct,738,2635,1,1,1
1992,Centro-Sur,VIII,Centro,11,Nov,5138,17757,1,1,1
1992,Centro-Sur,VIII,Centro,12,Dic,12714,24106,1,1,1
1993,Centro-Sur,VIII,Centro,1,Ene,35077,29813,1,1,1
1993,Centro-Sur,VIII,Centro,2,Feb,52121,39127,1,1,1
1993,Centro-Sur,VIII,Centro,3,Mar,15182,16320,1,1,1
1993,Centro-Sur,VIII,Centro,4,Abr,20980,15301,1,1,1
1993,Centro-Sur,VIII,Centro,5,May,30516,4897,1,1,1
1993,Centro-Sur,VIII,Centro,6,Jun,5400,483,1,1,1
1993,Centro-Sur,VIII,Centro,7,Jul,7989,1307,1,1,1
1993,Centro-Sur,VIII,Centro,8,Ago,3278,1643,1,1,1
1993,Centro-Sur,VIII,Centro,9,Sep,2818,1348,1,1,1
1993,Centro-Sur,VIII,Centro,10,Oct,2652,2352,1,1,1
1993,Centro-Sur,VIII,Centro,11,Nov,14826,19001,1,1,1
1993,Centro-Sur,VIII,Centro,12,Dic,15087,32364,1,1,1
1994,Centro-Sur,VIII,Centro,1,Ene,32960,66181,1,1,1
1994,Centro-Sur,VIII,Centro,2,Feb,71971,70518,1,1,1
1994,Centro-Sur,VIII,Centro,3,Mar,122588,38487,1,1,1
1994,Centro-Sur,VIII,Centro,4,Abr,63883,14539,1,1,1
1994,Centro-Sur,VIII,Centro,5,May,47349,3669,1,1,1
1994,Centro-Sur,VIII,Centro,6,Jun,19178,7748,1,1,1
1994,Centro-Sur,VIII,Centro,7,Jul,13959,3633,1,1,1
1994,Centro-Sur,VIII,Centro,8,Ago,14285,4831,1,1,1
1994,Centro-Sur,VIII,Centro,9,Sep,5207,2029,1,1,1
1994,Centro-Sur,VIII,Centro,10,Oct,26497,15032,1,1,1
1994,Centro-Sur,VIII,Centro,11,Nov,26800,23073,1,1,1
1994,Centro-Sur,VIII,Centro,12,Dic,29665,25069,1,1,1
1995,Centro-Sur,VIII,Centro,1,Ene,38426,18016,1,1,1
1995,Centro-Sur,VIII,Centro,2,Feb,67252,11422,1,1,1
1995,Centro-Sur,VIII,Centro,3,Mar,18124,5826,1,1,1
1995,Centro-Sur,VIII,Centro,4,Abr,9339,1973,1,1,1
1995,Centro-Sur,VIII,Centro,5,May,12525,2505,1,1,1
1995,Centro-Sur,VIII,Centro,6,Jun,3979,399,1,1,1
1995,Centro-Sur,VIII,Centro,7,Jul,3276,813,1,1,1
1995,Centro-Sur,VIII,Centro,8,Ago,613,488,1,1,1
1995,Centro-Sur,VIII,Centro,9,Sep,6567,4348,1,1,1
1995,Centro-Sur,VIII,Centro,10,Oct,26099,21699,1,1,1
1995,Centro-Sur,VIII,Centro,11,Nov,10107,7045,1,1,1
1995,Centro-Sur,VIII,Centro,12,Dic,60136,102654,1,1,1
1996,Centro-Sur,VIII,Centro,1,Ene,65254,131060,1,1,1
1996,Centro-Sur,VIII,Centro,2,Feb,102248,124046,1,1,1
1996,Centro-Sur,VIII,Centro,3,Mar,64707,82096,1,1,1
1996,Centro-Sur,VIII,Centro,4,Abr,26172,36404,1,1,1
1996,Centro-Sur,VIII,Centro,5,May,15633,16992,1,1,1
1996,Centro-Sur,VIII,Centro,6,Jun,8428,14226,1,1,1
1996,Centro-Sur,VIII,Centro,7,Jul,4503,19707,1,1,1
1996,Centro-Sur,VIII,Centro,8,Ago,5372,12020,1,1,1
1996,Centro-Sur,VIII,Centro,9,Sep,21260,36290,1,1,1
1996,Centro-Sur,VIII,Centro,10,Oct,25034,48106,1,1,1
1996,Centro-Sur,VIII,Centro,11,Nov,7354,17929,1,1,1
1996,Centro-Sur,VIII,Centro,12,Dic,14863,58656,1,1,1
1997,Centro-Sur,VIII,Centro,1,Ene,56229,101812,1,1,1
1997,Centro-Sur,VIII,Centro,2,Feb,63232,62481,1,1,1
1997,Centro-Sur,VIII,Centro,3,Mar,85899,121358,1,1,1
1997,Centro-Sur,VIII,Centro,4,Abr,36206,63435,1,1,1
1997,Centro-Sur,VIII,Centro,5,May,23937,38259,1,1,1
1997,Centro-Sur,VIII,Centro,6,Jun,6867,10434,1,1,1
1997,Centro-Sur,VIII,Centro,7,Jul,1335,6861,1,1,1
1997,Centro-Sur,VIII,Centro,8,Ago,2144,7536,1,1,1
1997,Centro-Sur,VIII,Centro,9,Sep,5385,10925,1,1,1
1997,Centro-Sur,VIII,Centro,10,Oct,4415,11096,1,1,1
1997,Centro-Sur,VIII,Centro,11,Nov,6454,6903,1,1,1
1997,Centro-Sur,VIII,Centro,12,Dic,5,49,1,1,1
1998,Centro-Sur,V,Norte,1,Ene,403,62,1,1,1
1998,Centro-Sur,V,Norte,2,Feb,1598,115,1,1,1
1998,Centro-Sur,V,Norte,3,Mar,3643,79,1,1,1
1998,Centro-Sur,V,Norte,4,Abr,3585,2,1,1,1
1998,Centro-Sur,V,Norte,5,May,543,15,1,1,1
1998,Centro-Sur,V,Norte,6,Jun,265,1,1,1,1
1998,Centro-Sur,V,Norte,7,Jul,221,4,1,1,1
1998,Centro-Sur,V,Norte,8,Ago,254,25,1,1,1
1998,Centro-Sur,V,Norte,9,Sep,1894,58,1,1,1
1998,Centro-Sur,V,Norte,10,Oct,485,159,1,1,1
1998,Centro-Sur,V,Norte,11,Nov,68,31,1,1,1
1998,Centro-Sur,V,Norte,12,Dic,54,0,1,0,0
1998,Centro-Sur,VI,Norte,1,Ene,0,0,0,0,0
1998,Centro-Sur,VI,Norte,2,Feb,0,0,0,0,0
1998,Centro-Sur,VI,Norte,3,Mar,0,0,0,0,0
1998,Centro-Sur,VI,Norte,4,Abr,0,0,0,0,0
1998,Centro-Sur,VI,Norte,5,May,0,0,0,0,0
1998,Centro-Sur,VI,Norte,6,Jun,0,0,0,0,0
1998,Centro-Sur,VI,Norte,7,Jul,0,0,0,0,0
1998,Centro-Sur,VI,Norte,8,Ago,0,0,0,0,0
1998,Centro-Sur,VI,Norte,9,Sep,0,0,0,0,0
1998,Centro-Sur,VI,Norte,10,Oct,0,0,0,0,0
1998,Centro-Sur,VI,Norte,11,Nov,0,0,0,0,0
1998,Centro-Sur,VI,Norte,12,Dic,0,0,0,0,0
1998,Centro-Sur,VII,Norte,1,Ene,0,0,0,0,0
1998,Centro-Sur,VII,Norte,2,Feb,0,0,0,0,0
1998,Centro-Sur,VII,Norte,3,Mar,0,0,0,0,0
1998,Centro-Sur,VII,Norte,4,Abr,0,0,0,0,0
1998,Centro-Sur,VII,Norte,5,May,0,0,0,0,0
1998,Centro-Sur,VII,Norte,6,Jun,0,0,0,0,0
1998,Centro-Sur,VII,Norte,7,Jul,0,0,0,0,0
1998,Centro-Sur,VII,Norte,8,Ago,0,0,0,0,0
1998,Centro-Sur,VII,Norte,9,Sep,0,0,0,0,0
1998,Centro-Sur,VII,Norte,10,Oct,0,0,0,0,0
1998,Centro-Sur,VII,Norte,11,Nov,0,0,0,0,0
1998,Centro-Sur,VII,Norte,12,Dic,0,0,0,0,0
1998,Centro-Sur,VIII,Centro,1,Ene,20768,32879,1,1,1
1998,Centro-Sur,VIII,Centro,2,Feb,21411,34149,1,1,1
1998,Centro-Sur,VIII,Centro,3,Mar,28511,34360,1,1,1
1998,Centro-Sur,VIII,Centro,4,Abr,24757,32095,1,1,1
1998,Centro-Sur,VIII,Centro,5,May,20038,22531,1,1,1
1998,Centro-Sur,VIII,Centro,6,Jun,32536,24687,1,1,1
1998,Centro-Sur,VIII,Centro,7,Jul,16975,15311,1,1,1
1998,Centro-Sur,VIII,Centro,8,Ago,15088,21307,1,1,1
1998,Centro-Sur,VIII,Centro,9,Sep,25921,20586,1,1,1
1998,Centro-Sur,VIII,Centro,10,Oct,24525,23168,1,1,1
1998,Centro-Sur,VIII,Centro,11,Nov,26245,31537,1,1,1
1998,Centro-Sur,VIII,Centro,12,Dic,4918,7003,1,1,1
1998,Centro-Sur,IX,Sur,1,Ene,0,0,0,0,0
1998,Centro-Sur,IX,Sur,2,Feb,0,0,0,0,0
1998,Centro-Sur,IX,Sur,3,Mar,0,0,0,0,0
1998,Centro-Sur,IX,Sur,4,Abr,0,0,0,0,0
1998,Centro-Sur,IX,Sur,5,May,0,0,0,0,0
1998,Centro-Sur,IX,Sur,6,Jun,0,0,0,0,0
1998,Centro-Sur,IX,Sur,7,Jul,0,0,0,0,0
1998,Centro-Sur,IX,Sur,8,Ago,0,0,0,0,0
1998,Centro-Sur,IX,Sur,9,Sep,0,0,0,0,0
1998,Centro-Sur,IX,Sur,10,Oct,0,0,0,0,0
1998,Centro-Sur,IX,Sur,11,Nov,0,0,0,0,0
1998,Centro-Sur,IX,Sur,12,Dic,0,0,0,0,0
1999,Centro-Sur,VI,Norte,12,Dic,0,0,0,0,0
1999,Centro-Sur,VII,Norte,1,Ene,0,0,0,0,0
1999,Centro-Sur,VII,Norte,2,Feb,0,0,0,0,0
1999,Centro-Sur,VII,Norte,3,Mar,0,0,0,0,0
1999,Centro-Sur,VII,Norte,4,Abr,0,0,0,0,0
1999,Centro-Sur,VII,Norte,5,May,0,0,0,0,0
1999,Centro-Sur,VII,Norte,6,Jun,0,0,0,0,0
1999,Centro-Sur,VII,Norte,7,Jul,0,0,0,0,0
1999,Centro-Sur,VII,Norte,8,Ago,0,0,0,0,0
1999,Centro-Sur,VII,Norte,9,Sep,0,0,0,0,0
1999,Centro-Sur,VII,Norte,10,Oct,0,0,0,0,0
1999,Centro-Sur,VII,Norte,11,Nov,0,0,0,0,0
1999,Centro-Sur,VII,Norte,12,Dic,0,0,0,0,0
1999,Centro-Sur,VIII,Centro,1,Ene,70908,124293,1,1,1
1999,Centro-Sur,VIII,Centro,2,Feb,134874,153711,1,1,1
1999,Centro-Sur,VIII,Centro,3,Mar,182227,170646,1,1,1
1999,Centro-Sur,VIII,Centro,4,Abr,124615,94958,1,1,1
1999,Centro-Sur,VIII,Centro,5,May,155362,99699,1,1,1
1999,Centro-Sur,VIII,Centro,6,Jun,68150,38220,1,1,1
1999,Centro-Sur,VIII,Centro,7,Jul,14611,12524,1,1,1
1999,Centro-Sur,VIII,Centro,8,Ago,419,55,1,1,1
1999,Centro-Sur,VIII,Centro,9,Sep,15805,10599,1,1,1
1999,Centro-Sur,VIII,Centro,10,Oct,83605,29191,1,1,1
1999,Centro-Sur,VIII,Centro,11,Nov,31645,10680,1,1,1
1999,Centro-Sur,VIII,Centro,12,Dic,2566,3480,1,1,1
1999,Centro-Sur,IX,Sur,1,Ene,0,0,0,0,0
1999,Centro-Sur,IX,Sur,2,Feb,0,0,0,0,0
1999,Centro-Sur,IX,Sur,3,Mar,0,0,0,0,0
1999,Centro-Sur,IX,Sur,4,Abr,0,0,0,0,0
1999,Centro-Sur,IX,Sur,5,May,0,0,0,0,0
1999,Centro-Sur,IX,Sur,6,Jun,0,0,0,0,0
1999,Centro-Sur,IX,Sur,7,Jul,0,0,0,0,0
1999,Centro-Sur,IX,Sur,8,Ago,0,0,0,0,0
1999,Centro-Sur,IX,Sur,9,Sep,0,0,0,0,0
1999,Centro-Sur,IX,Sur,10,Oct,0,0,0,0,0
1999,Centro-Sur,IX,Sur,11,Nov,0,0,0,0,0
1999,Centro-Sur,IX,Sur,12,Dic,0,0,0,0,0
2000,Centro-Sur,V,Norte,1,Ene,144,2117,1,1,1
2000,Centro-Sur,V,Norte,2,Feb,2845,1032,1,1,1
2000,Centro-Sur,V,Norte,3,Mar,14510,2045,1,1,1
2000,Centro-Sur,V,Norte,4,Abr,6819,1376,1,1,1
2000,Centro-Sur,V,Norte,5,May,7,0,1,0,0
2000,Centro-Sur,V,Norte,6,Jun,0,0,0,0,0
2000,Centro-Sur,V,Norte,7,Jul,0,0,0,0,0
2000,Centro-Sur,V,Norte,8,Ago,0,0,0,0,0
2000,Centro-Sur,V,Norte,9,Sep,0,0,0,0,0
2000,Centro-Sur,V,Norte,10,Oct,0,0,0,0,0
2000,Centro-Sur,V,Norte,11,Nov,0,0,0,0,0
2000,Centro-Sur,V,Norte,12,Dic,0,0,0,0,0
2000,Centro-Sur,VI,Norte,1,Ene,0,0,0,0,0
2000,Centro-Sur,VI,Norte,2,Feb,0,0,0,0,0
2000,Centro-Sur,VI,Norte,3,Mar,0,0,0,0,0
2000,Centro-Sur,VI,Norte,4,Abr,0,0,0,0,0
2000,Centro-Sur,VI,Norte,5,May,0,0,0,0,0
2000,Centro-Sur,VI,Norte,6,Jun,0,0,0,0,0
2000,Centro-Sur,VI,Norte,7,Jul,0,0,0,0,0
2000,Centro-Sur,VI,Norte,8,Ago,0,0,0,0,0
2000,Centro-Sur,VI,Norte,9,Sep,0,0,0,0,0
2000,Centro-Sur,VI,Norte,10,Oct,0,0,0,0,0
2000,Centro-Sur,VI,Norte,11,Nov,0,0,0,0,0
2000,Centro-Sur,VI,Norte,12,Dic,0,0,0,0,0
2000,Centro-Sur,VII,Norte,1,Ene,0,0,0,0,0
2000,Centro-Sur,VII,Norte,2,Feb,0,0,0,0,0
2000,Centro-Sur,VII,Norte,3,Mar,0,0,0,0,0
2000,Centro-Sur,VII,Norte,4,Abr,0,0,0,0,0
2000,Centro-Sur,VII,Norte,5,May,0,0,0,0,0
2000,Centro-Sur,VII,Norte,6,Jun,0,0,0,0,0
2000,Centro-Sur,VII,Norte,7,Jul,0,0,0,0,0
2000,Centro-Sur,VII,Norte,8,Ago,0,0,0,0,0
2000,Centro-Sur,VII,Norte,9,Sep,0,0,0,0,0
2000,Centro-Sur,VII,Norte,10,Oct,0,0,0,0,0
2000,Centro-Sur,VII,Norte,11,Nov,0,0,0,0,0
2000,Centro-Sur,VII,Norte,12,Dic,0,0,0,0,0
2000,Centro-Sur,VIII,Centro,1,Ene,36050,99204,1,1,1
2000,Centro-Sur,VIII,Centro,2,Feb,105344,246391,1,1,1
2000,Centro-Sur,VIII,Centro,3,Mar,152162,122867,1,1,1
2000,Centro-Sur,VIII,Centro,4,Abr,65833,68599,1,1,1
2000,Centro-Sur,VIII,Centro,5,May,34829,35506,1,1,1
2000,Centro-Sur,VIII,Centro,6,Jun,5603,20186,1,1,1
2000,Centro-Sur,VIII,Centro,7,Jul,1029,1782,1,1,1
2000,Centro-Sur,VIII,Centro,8,Ago,14,29,1,1,1
2000,Centro-Sur,VIII,Centro,9,Sep,4653,13140,1,1,1
2000,Centro-Sur,VIII,Centro,10,Oct,2130,16619,1,1,1
2000,Centro-Sur,VIII,Centro,11,Nov,2178,18183,1,1,1
2000,Centro-Sur,VIII,Centro,12,Dic,1308,7001,1,1,1
2000,Centro-Sur,IX,Sur,1,Ene,0,0,0,0,0
2000,Centro-Sur,IX,Sur,2,Feb,0,0,0,0,0
2000,Centro-Sur,IX,Sur,3,Mar,0,0,0,0,0
2000,Centro-Sur,IX,Sur,4,Abr,0,0,0,0,0
2000,Centro-Sur,IX,Sur,5,May,0,0,0,0,0
2000,Centro-Sur,IX,Sur,6,Jun,0,0,0,0,0
2000,Centro-Sur,IX,Sur,7,Jul,0,0,0,0,0
2000,Centro-Sur,IX,Sur,8,Ago,0,0,0,0,0
2000,Centro-Sur,IX,Sur,9,Sep,0,0,0,0,0
2000,Centro-Sur,IX,Sur,10,Oct,0,0,0,0,0
2000,Centro-Sur,IX,Sur,11,Nov,0,0,0,0,0
2000,Centro-Sur,IX,Sur,12,Dic,0,0,0,0,0
2001,Centro-Sur,V,Norte,1,Ene,0,2,0,1,0
2001,Centro-Sur,V,Norte,2,Feb,114,42,1,1,1
2001,Centro-Sur,V,Norte,3,Mar,1376,107,1,1,1
2001,Centro-Sur,V,Norte,4,Abr,700,296,1,1,1
2001,Centro-Sur,V,Norte,5,May,154,265,1,1,1
2001,Centro-Sur,V,Norte,6,Jun,64,35,1,1,1
2001,Centro-Sur,V,Norte,7,Jul,1,0,1,0,0
2001,Centro-Sur,V,Norte,8,Ago,0,0,0,0,0
2001,Centro-Sur,V,Norte,9,Sep,0,0,0,0,0
2001,Centro-Sur,V,Norte,10,Oct,0,0,0,0,0
2001,Centro-Sur,V,Norte,11,Nov,0,0,0,0,0
2001,Centro-Sur,V,Norte,12,Dic,0,0,0,0,0
2001,Centro-Sur,VI,Norte,1,Ene,0,0,0,0,0
2001,Centro-Sur,VI,Norte,2,Feb,0,0,0,0,0
2001,Centro-Sur,VI,Norte,3,Mar,0,0,0,0,0
2001,Centro-Sur,VI,Norte,4,Abr,0,0,0,0,0
2001,Centro-Sur,VI,Norte,5,May,0,0,0,0,0
2001,Centro-Sur,VI,Norte,6,Jun,0,0,0,0,0
2001,Centro-Sur,VI,Norte,7,Jul,0,0,0,0,0
2001,Centro-Sur,VI,Norte,8,Ago,0,0,0,0,0
2001,Centro-Sur,VI,Norte,9,Sep,0,0,0,0,0
2001,Centro-Sur,VI,Norte,10,Oct,0,0,0,0,0
2001,Centro-Sur,VI,Norte,11,Nov,0,0,0,0,0
2001,Centro-Sur,VI,Norte,12,Dic,0,0,0,0,0
2001,Centro-Sur,VII,Norte,1,Ene,0,0,0,0,0
2001,Centro-Sur,VII,Norte,2,Feb,0,0,0,0,0
2001,Centro-Sur,VII,Norte,3,Mar,0,0,0,0,0
2001,Centro-Sur,VII,Norte,4,Abr,0,0,0,0,0
2001,Centro-Sur,VII,Norte,5,May,0,0,0,0,0
2001,Centro-Sur,VII,Norte,6,Jun,0,0,0,0,0
2001,Centro-Sur,VII,Norte,7,Jul,0,0,0,0,0
2001,Centro-Sur,VII,Norte,8,Ago,0,0,0,0,0
2001,Centro-Sur,VII,Norte,9,Sep,0,0,0,0,0
2001,Centro-Sur,VII,Norte,10,Oct,0,0,0,0,0
2001,Centro-Sur,VII,Norte,11,Nov,0,0,0,0,0
2001,Centro-Sur,VII,Norte,12,Dic,0,0,0,0,0
2001,Centro-Sur,VIII,Centro,1,Ene,14051,87535,1,1,1
2001,Centro-Sur,VIII,Centro,2,Feb,21970,64501,1,1,1
2001,Centro-Sur,VIII,Centro,3,Mar,52463,54479,1,1,1
